"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"686","2011-17649-FRS","Issuance","Final rules.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1407&doc_ver=1","FRS","R-1407_V1","No","25","2011-07-15",NA,"7100-AD66","FINAL","","41602","Fair Credit Reporting Risk-Based Pricing Regulations","76"
"687","2011-17649-FTC","Issuance","Final rules.","https://www.regulations.gov/docket?D=FTC-2011-0065","FTC","FTC-2011-0065","No","25","2011-07-15","FTC-2011-0065-0001",NA,"FINAL","","41602","Fair Credit Reporting Risk-Based Pricing Regulations","76"
"688","2013-31025-FRS","Issuance","Notice of proposed rulemaking; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1476&doc_ver=1","FRS","R-1476_V1","No","6","2014-01-06",NA,"7100-AE08","NPR","","615","Extensions of Credit by Federal Reserve Banks","79"
"689","2015-30584-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1476&doc_ver=1","FRS","R-1476_V1","No","9","2015-12-18",NA,"7100-AE08","FINAL","","78959","Extensions of Credit by Federal Reserve Banks","80"
"690","2012-20808-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0037","CFPB","CFPB-2012-0037","No","100","2012-09-07","CFPB-2012-0037-0001","3170-AA13","NPR","","55271","Truth in Lending Act (Regulation Z); Loan Originator Compensation","77"
"691","2013-01503-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2012-0037","CFPB","CFPB-2012-0037","No","149","2013-02-15","CFPB-2012-0037-0718","3170-AA13","FINAL","","11279","Loan Originator Compensation Requirements Under the Truth in Lending Act (Regulation Z)","78"
"692","2013-11223-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0013","CFPB","CFPB-2013-0013","No","3","2013-05-10","CFPB-2013-0013-0001","3170-AA37","NPR","","27308","Loan Originator Compensation Requirements Under the Truth In Lending Act (Regulation Z); Prohibition on Financing Credit Insurance Premiums; Delay of Effective Date","78"
"693","2013-13023-CFPB","Correction","Final rule; Delay of Effective Date.","https://www.regulations.gov/docket?D=CFPB-2013-0013","CFPB","CFPB-2013-0013","No","5","2013-05-31","CFPB-2013-0013-0094","3170-AA37","FINAL","","32547","Loan Originator Compensation Requirements Under the Truth in Lending Act (Regulation Z); Prohibition on Financing Credit Insurance Premiums; Delay of Effective Date","78"
"694","2011-9766-FRS","Issuance","Proposed rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1417&doc_ver=1","FRS","R-1417_V1","No","118","2011-05-11",NA,"7100-AD75","NPR","","27389","Regulation Z; Truth in Lending","76"
"695","2011-9766-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0008","CFPB","CFPB-2011-0008","No","118","2011-05-11","CFPB-2011-0008-0001","7100-AD75","NPR","","27389","Regulation Z; Truth in Lending","76"
"696","2013-00736-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2011-0008","CFPB","CFPB-2011-0008","No","214","2013-01-30","CFPB-2011-0008-1746","7100-AD75","FINAL","","6407","Ability-to-Repay and Qualified Mortgage Standards Under the Truth in Lending Act (Regulation Z)","78"
"697","2012-13608-CFPB","Issuance","Notice of reopening of comment period and request for comment.","https://www.regulations.gov/docket?D=CFPB-2012-0022","CFPB","CFPB-2012-0022","No","6","2012-06-05","CFPB-2012-0022-0001","3170-AA17","NPR","","33120","Truth in Lending (Regulation Z)","77"
"698","2013-00739-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0002","CFPB","CFPB-2013-0002","No","52","2013-01-30","CFPB-2013-0002-0001","3170-AA34","NPR","","6621","Ability To Repay Standards Under the Truth in Lending Act (Regulation Z)","78"
"699","2013-13173-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2013-0002","CFPB","CFPB-2013-0002","No","78","2013-06-12","CFPB-2013-0002-0942","3170-AA34","FINAL","","35429","Ability-to-Repay and Qualified Mortgage Standards Under the Truth in Lending Act (Regulation Z)","78"
"700","2013-09750-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0010","CFPB","CFPB-2013-0010","No","25","2013-05-02","CFPB-2013-0010-0001","3170-AA37","NPR","","25638","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedure Act (Regulation X) and the Truth in Lending Act (Regulation Z)","78"
"701","2013-16962-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2013-0010","CFPB","CFPB-2013-0010","No","44","2013-07-24","CFPB-2013-0010-0075","3170-AA37","FINAL","","44685","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z)","78"
"702","C1-2013-16962-CFPB",NA,NA,"https://www.regulations.gov/docket?D=CFPB-2013-0010","CFPB","CFPB-2013-0010",NA,"1","2013-07-30","CFPB-2013-0010-0076","3170-AA37",NA,"","45842","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedure Act (Regulation X) and the Truth in Lending Act (Regulation Z)","78"
"703","2013-15466-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0018","CFPB","CFPB-2013-0018","No","45","2013-07-02","CFPB-2013-0018-0001","3170-AA37","NPR","","39901","Amendments to the 2013 Mortgage Rules Under the Equal Credit Opportunity Act (Regulation B), Real Estate Settlement Procedures Act (Regulation X), and the Truth in Lending Act (Regulation Z)","78"
"704","2013-22752-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2013-0018","CFPB","CFPB-2013-0018","No","71","2013-10-01","CFPB-2013-0018-0289","3170-AA37","FINAL","","60381","Amendments to the 2013 Mortgage Rules Under the Equal Credit Opportunity Act (Regulation B), Real Estate Settlement Procedures Act (Regulation X), and the Truth in Lending Act (Regulation Z)","78"
"705","2014-10207-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2014-0009","CFPB","CFPB-2014-0009","No","24","2014-05-06","CFPB-2014-0009-0001","3170-AA43","NPR","","25730","Amendments to the 2013 Mortgage Rules Under the Truth in Lending Act (Regulation Z)","79"
"706","2014-25503-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2014-0009","CFPB","CFPB-2014-0009","No","27","2014-11-03","CFPB-2014-0009-0070","3170-AA43","FINAL","","65299","Amendments to the 2013 Mortgage Rules Under the Truth in Lending Act (Regulation Z)","79"
"707","2011-31778-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2011-0157","HUD","HUD-2011-0157","No","40","2011-12-16","HUD-2011-0157-0001","2501-AC94","NPR","","78343","HOME Investment Partnerships Program: Improving Performance and Accountability; and Updating Property Standards","76"
"708","2016-17390-HUD","Issuance","Notice of proposed information collection.","https://www.regulations.gov/docket?D=HUD-2011-0157","HUD","HUD-2011-0157","No","3","2016-07-22","HUD-2011-0157-0325","2501-AC94","NPR","","47815","60-Day Notice of Proposed Information Collection: HOME Investment Partnership Program","81"
"709","2013-17348-HUD","Issuance","Final rule.","https://www.regulations.gov/docket?D=HUD-2011-0157","HUD","HUD-2011-0157","No","57","2013-07-24","HUD-2011-0157-0324","2501-AC94","FINAL","","44627","HOME Investment Partnerships Program: Improving Performance and Accountability; Updating Property Standards","78"
"710","2013-23472-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2013-0093","HUD","HUD-2013-0093","No","13","2013-09-30","HUD-2013-0093-0001","2502-AJ18","NPR","","59890","Qualified Mortgage Definition for HUD Insured and Guaranteed Single Family Mortgages","78"
"711","2013-29482-HUD","Issuance","Final rule.","https://www.regulations.gov/docket?D=HUD-2013-0093","HUD","HUD-2013-0093","No","24","2013-12-11","HUD-2013-0093-0074","2502-AJ18","FINAL","","75215","Qualified Mortgage Definition for HUD Insured and Guaranteed Single Family Mortgages","78"
"712","2014-10600-VA","Issuance","Interim final rule.","https://www.regulations.gov/docket?D=VA-2014-VBA-0008","VA","VA-2014-VBA-0008","No","9","2014-05-09","VA-2014-VBA-0008-0001","2900-AO65","INTERIM-FINAL","","26620","Loan Guaranty: Ability-To-Repay Standards and Qualified Mortgage Definition Under the Truth in Lending Act","79"
"713","2012-19977-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0033","CFPB","CFPB-2012-0033","No","90","2012-09-17","CFPB-2012-0033-0001","3170-AA14","NPR","","57317","2012 Truth in Lending Act (Regulation Z) Mortgage Servicing","77"
"714","2013-01241-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2012-0033","CFPB","CFPB-2012-0033","No","121","2013-02-14","CFPB-2012-0033-0190","3170-AA14","FINAL","","10901","Mortgage Servicing Rules Under the Truth in Lending Act (Regulation Z)","78"
"715","2013-24521-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0031","CFPB","CFPB-2013-0031","No","15","2013-10-23","CFPB-2013-0031-0001","3170-AA37","INTERIM-FINAL","","62993","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z)","78"
"716","2014-28167-CFPB","Issuance","Proposed rule with request for comment.","https://www.regulations.gov/docket?D=CFPB-2014-0033","CFPB","CFPB-2014-0033","No","131","2014-12-15","CFPB-2014-0033-0001","3170-AA49","NPR","","74175","Amendments to the 2013 Mortgage Rules under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z)","79"
"717","2016-18901-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2014-0033","CFPB","CFPB-2014-0033","No","242","2016-10-19","CFPB-2014-0033-0180","3170-AA49","FINAL","","72160","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z)","81"
"718","2016-18902-CFPB","Issuance","Official Bureau interpretations.","https://www.regulations.gov/docket?D=CFPB-2014-0033","CFPB","CFPB-2014-0033","No","5","2016-10-19","CFPB-2014-0033-0181","3170-AA49","FINAL","","71977","Safe Harbors From Liability Under the Fair Debt Collection Practices Act for Certain Actions Taken in Compliance With Mortgage Servicing Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z)","81"
"719","2017-13796-CFPB","Correction","Final rule; Official Interpretation; Correction.","https://www.regulations.gov/docket?D=CFPB-2014-0033","CFPB","CFPB-2014-0033","No","3","2017-07-05","CFPB-2014-0033-0179","3170-AA49","FINAL","","30947","Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z); Correction","82"
"720","2012-17059-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0029","CFPB","CFPB-2012-0029","No","78","2012-08-15","CFPB-2012-0029-0001","3170-AA12","NPR","","49089","High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X)","77"
"721","2012-21998-CFPB","Issuance","Notice of request for public comment; extension of comment period.","https://www.regulations.gov/docket?D=CFPB-2012-0029","CFPB","CFPB-2012-0029","No","3","2012-09-06","CFPB-2012-0029-0064","3170-AA12","NPR","","54844","High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X)","77"
"722","2013-00740-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2012-0029","CFPB","CFPB-2012-0029","No","121","2013-01-31","CFPB-2012-0029-0258","3170-AA12","FINAL","","6855","High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X)","78"
"723","2013-22229-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2013-0083","HUD","HUD-2013-0083","No","8","2013-09-13","HUD-2013-0083-0001","2502-AI94","NPR","","56625","Housing Counseling Program: New Certification Requirements","78"
"724","2013-26586-HUD","Extension","Proposed rule; extension of public comment period.","https://www.regulations.gov/docket?D=HUD-2013-0083","HUD","HUD-2013-0083","No","2","2013-11-06","HUD-2013-0083-0068","2502-AI94","NPR","","66670","Housing Counseling Program: New Certification Requirements; Extension of Public Comment Period","78"
"725","2017-11213-HUD","Issuance","Notice of Availability of the HUD Certified Housing Counselor Examination.","https://www.regulations.gov/docket?D=HUD-2013-0083","HUD","HUD-2013-0083","No","2","2017-05-31","HUD-2013-0083-0202","2502-AI94","NPR","","24988","Housing Counseling Certification Examination Availability and Change To Certification Examination Cost","82"
"726","2016-29822-HUD","Issuance","Final rule.","https://www.regulations.gov/docket?D=HUD-2013-0083","HUD","HUD-2013-0083","No","29","2016-12-14","HUD-2013-0083-0200","2502-AI94","FINAL","","90632","Housing Counseling: New Certification Requirements","81"
"727","2017-00255-HUD","Correction","Final rule; correction.","https://www.regulations.gov/docket?D=HUD-2013-0083","HUD","HUD-2013-0083","No","1","2017-01-31","HUD-2013-0083-0201","2502-AI94","FINAL","","8811","Housing Counseling: New Certification Requirements; Correction","82"
"728","2010-20665-FRS","Issuance","Proposed rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1392&doc_ver=1","FRS","R-1392_V1","No","4","2010-09-24",NA,"7100-AD54","NPR","","58505","Regulation Z; Truth in Lending","75"
"729","2011-4384-FRS","Issuance","Final rule; official staff commentary.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1392&doc_ver=1","FRS","R-1392_V1","No","6","2011-03-02",NA,"7100-AD54","FINAL","","11319","Truth in Lending","76"
"730","2011-4385-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0001","CFPB","CFPB-2013-0001","No","33","2011-03-02","CFPB-2013-0001-0001","3170-AA16","NPR","","11597","Truth in Lending","76"
"731","2013-00734-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2013-0001","CFPB","CFPB-2013-0001","No","33","2013-01-22","CFPB-2013-0001-0003","3170-AA16","FINAL","","4725","Escrow Requirements Under the Truth in Lending Act (Regulation Z)","78"
"732","2013-09058-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0009","CFPB","CFPB-2013-0009","No","8","2013-04-18","CFPB-2013-0009-0001","3170-AA37","NPR","","23171","Amendments to the 2013 Escrows Final Rule Under the Truth in Lending Act (Regulation Z)","78"
"733","2013-12125-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2013-0009","CFPB","CFPB-2013-0009","No","9","2013-05-23","CFPB-2013-0009-0020","3170-AA37","FINAL","","30739","Amendments to the 2013 Escrows Final Rule under the Truth in Lending Act (Regulation Z)","78"
"734","2012-19974-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0034","CFPB","CFPB-2012-0034","No","117","2012-09-17","CFPB-2012-0034-0001","3170-AA14","NPR","","57199","2012 Real Estate Settlement Procedures Act (Regulation X) Mortgage Servicing Proposal","77"
"735","2013-01248-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2012-0034","CFPB","CFPB-2012-0034","No","205","2013-02-14","CFPB-2012-0034-0171","3170-AA14","FINAL","","10695","Mortgage Servicing Rules Under the Real Estate Settlement Procedures Act (Regulation X)","78"
"736","2012-20432-OCC","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=OCC-2012-0013","OCC","OCC-2012-0013","No","55","2012-09-05","OCC-2012-0013-0001","1557-AD62","NPR","","54721","Appraisals for Higher-Risk Mortgage Loans","77"
"737","2013-01809-OCC","Issuance","Final rule; official staff commentary.","https://www.regulations.gov/docket?D=OCC-2012-0013","OCC","OCC-2012-0013","No","81","2013-02-13","OCC-2012-0013-0030","1557-AD62","FINAL","","10367","Appraisals for Higher-Priced Mortgage Loans","78"
